Card#,Title,Artist,Year,URL,Youtube-Title,Hashed Info
231,Tears In Heaven,Eric Clapton,1992,https://youtube.com/watch?v=ZqtyQuXo9zM,Eric Clapton - Tears In Heaven (lyrics),254e881d1f45452eedd54d1e4ac673407dc5d416cd5b2715da0ee99070074b78
232,Put Your Records On,Corinne Bailey Rae,2006,https://youtube.com/watch?v=E-_JcJiUOII,Corinne Bailey Rae - Put Your Records On (Lyrics),641ecea15512d9ba9e9f7b0c54eaea3c3544b879a485579ce809df0dbefc7c5d
233,Escape (The Piña Colada Song),Rupert Holmes,1979,https://youtube.com/watch?v=FXG_I_tf_i4,Escape (The Pina Colada Song),937e8c54c029d4676dbf1910a07eb9ffec7f34a3a0ba99ff449384719c6335ca
234,Genie In A Bottle,Christina Aguilera,1999,https://youtube.com/watch?v=kIDWgqDBNXA,Christina Aguilera - Genie In A Bottle (Official Video),cc8aedb31c217d8fb7de7985e4f5de12c1d6a6a96ee99a186d02eea8dfc0aab0
235,I Will Survive,Gloria Gaynor,1978,https://youtube.com/watch?v=6dYWe1c3OyU,Gloria Gaynor - I Will Survive,82fa45877ada17544d1618d24d68b23953e4dab42d11712dec13fac0db25f64f
236,Dynamite,Taio Cruz,2010,https://youtube.com/watch?v=kJNyjdpT1vo,Taio Cruz - Dynamite (Lyrics),6d84ae89038004ec7a505d26dcdc242a1257bb2a4249fa07a756565b0f16c603
237,Heart Of Glass,Blondie,1978,https://youtube.com/watch?v=WGU_4-5RaxU,Blondie - Heart Of Glass,4641f4f8d037f3964cf1f43d0a25ca94e3cd4d24938be4187bf73689a50a2783
238,American Woman,The Guess Who,1970,https://youtube.com/watch?v=9uf6EY2BZBw,The Guess Who - American Woman (Official Audio),6f6732cd6bbd99b1b73fdf849cd3699d4d99b69f40b83d140293f9feb295ba48
239,Un-Break My Heart,Toni Braxton,1996,https://youtube.com/watch?v=p2Rch6WvPJE,Toni Braxton - Un-Break My Heart (Official HD Video),4d68cfde69d615739fef4778b5de7217725a6df1214eeadc1d13ae20f2e8208f
240,Blue Velvet,Bobby Vinton,1963,https://youtube.com/watch?v=icfq_foa5Mo,BOBBY VINTON-BLUE VELVET,8e1c74a8deef20539838944a2ca58bbf701a7472ec2dec7b8a6634413de2f8dc
241,Nothing Compares 2 U,Sinéad O'Connor,1990,https://youtube.com/watch?v=0-EF60neguk,Sinéad O'Connor - Nothing Compares 2 U (Official Music Video) [HD],a4f66fd8794f3c92ed8358f839f112cddb139fdba8084fe93df263f2a9a3a0ec
242,Holiday,Green Day,2005,https://youtube.com/watch?v=l2hA8g1cNvQ,Green Day - Holiday (Audio),e0f18d1095611359d48cf7606ffaeb060c85a624e9603f41f457b1f86e1340d0
243,Under Pressure,Queen & David Bowie,1981,https://youtube.com/watch?v=nbwn21TU4ec,Under Pressure (2017 Remaster),c77e0f7b264af5fbf74d4e861306cfe047fcf918f106fed975fb86f1c3235d4e
244,I'm Like A Bird,Nelly Furtado,2000,https://youtube.com/watch?v=z_6_XTv4F_g,Nelly Furtado - I'm Like a Bird (Audio),305e4993ce2661c55cabb01202cade601dbcb26fde1873cb8e30300f0dd6cdd5
245,I've Got A Woman,Ray Charles,1954,https://youtube.com/watch?v=CnI_LuCJ4Ek,Ray Charles - I got a woman,4a3b10b8c782f28d75ebcc4af005b5dda33a73894842ad89e4880b350aa192bd
246,Pieces,Sum 41,2004,https://youtube.com/watch?v=E3oDVDyOrAQ,Sum 41 - Pieces (Official Music Video),27de3636d973daaa1d9ba6465122472529bce47b2328e8e116ace951d3e3cdf7
247,Anyone,Justin Bieber,2021,https://youtube.com/watch?v=Yxpyo4nCvKY,Justin Bieber - Anyone (Lyrics),ccf18e16efc7468d950aca745bbd734c0505d50f201be11b823f7333d950f749
248,The Twist,Chubby Checker,1960,https://youtube.com/watch?v=-CCgDvUM4TM,Chubby Checker - The Twist (Official Music Video),3e45f1259620f3c41277f13823d65da880a07a474afb1489b8417eb4c6016734
249,Stop,Spice Girls,1997,https://youtube.com/watch?v=jlh9JKRGQaQ,Spice Girls - Stop (Lyrics),7e9d40a9d1ca7b5057e90cf47b314a76de04aca2822434e1ed826f61e3e74977
250,True Colors,Cyndi Lauper,1986,https://youtube.com/watch?v=2ecaYj14z3M,Cyndi Lauper - True Colors (Official Lyric Video),e5e9c1d41d6e4f6d696a06bf6a6c5332282d39a94749caeeac84c9c0f9e50119
251,If You Had My Love,Jennifer Lopez,1999,https://youtube.com/watch?v=tT5g7I-Itc8,If You Had My Love,bf5fa0d70d2072a84200757a86bb74a537d8c210936cb651f9ed13dc433879dd
252,Self Control,Laura Branignan,1984,https://youtube.com/watch?v=FQD0yGuZ2N8,Self Control,e7ceb80e0ab393484541cf889a972702d6e3ca38d399d5b56e8b8f7359475eff
253,As It Was,Harry Styles,2022,https://youtube.com/watch?v=H5v3kku4y6Q,Harry Styles - As It Was (Official Video),ec2ef492687f389353eb8738a7ff1023c6eba030c1e5560e21f60bb5ba2d54ff
254,Break My Heart,Dua Lipa,2020,https://youtube.com/watch?v=Nj2U6rhnucI,Dua Lipa - Break My Heart (Official Video),d9e434efde0a04e878c73b356dac6822f82ea6cf7f6d8df172be0c64be3b618a
255,Mr. Tambourine Man,The Byrds,1965,https://youtube.com/watch?v=oecX_1pqxk0,Bob Dylan - Mr. Tambourine Man (Official Audio),92057ad290742b00b27ed4f060b8d964bcff2d886ece6a4fcfc1138c21431c9e
256,Right Now,Van Halen,1992,https://youtube.com/watch?v=DLQawHJ38Sc,Van Halen - Right Now,ab91abc8b68b616a62112bc962ab67a1393283cead3529997c30b196c846b334
257,I Like It,"Cardi B, Bad Bunny and J Balvin",2018,https://youtube.com/watch?v=xTlNMmZKwpA,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",0de3cab28ba452e80a512a4a511f9a17103ee3695e0adfe05dffd937f95a5324
258,Run Like Hell,Pink Floyd,1980,https://youtube.com/watch?v=qDPRWQd2TE4,Pink Floyd: The Wall • Run Like Hell,363097b4535332b4fb778a2f289b5ba5bd07a0423e18b15acc8ebd215f4b045e
259,Lonely,Akon,2004,https://youtube.com/watch?v=JISlh7et1w4,Akon - Lonely,2fd776c382720b1a14a1942a55100e6ad248a7b8c47d92efc06758fdc62393c3
260,Happy Together,The Turtles,1967,https://youtube.com/watch?v=pSw8an1u3rc,Happy Together (2016 Remaster),6f7f91fccfed1042533f3756062a0fc34be71b0140170f6512ac662f36e974a6
261,Ain't That A Shame,Fats Domino,1955,https://youtube.com/watch?v=I6JZW7zMDfY,FATS DOMINO - AIN'T THAT A SHAME 1955,badad5eb18c4369870805ada01af0b419bd5ae71ea12ef3030fdb77e5ed9c71c
262,All That She Wants,Ace Of Base,1992,https://youtube.com/watch?v=7VBI2wcKxGU,All That She Wants Lyrics - Ace of Base - Lyric Top Song,e17dd03c760d975b246d17d1bfc41faf602567b694d1dbaa6169821fd500f4b1
263,Fly Away,Lenny Kravitz,1998,https://youtube.com/watch?v=EvuL5jyCHOw,Lenny Kravitz - Fly Away (Official Music Video),22ac06d7b5f66eae30835879a0bfa2e76c072dcff6334dfebf8755b09c199d33
264,It Wasn't Me,Shaggy,2000,https://youtube.com/watch?v=U48fb7Nx1A8,Shaggy - It Wasn't Me (Lyrics) ft. Ricardo RikRok Ducent,e7e0101c6c400b7e50d9cf1a9b432ac72591e86e9105badb578d81fb3cf0bc60
265,Karma Chameleon,Culture Club,1983,https://youtube.com/watch?v=JFvXvV0oZIo,Culture Club - Karma Chameleon (lyrics),5e606ecc0b6492fba002d1529acbf7d65e46daf35a404a5e7f5b4088a0bebad9
266,Numb/Encore,Jay-Z & Linkin Park,2004,https://youtube.com/watch?v=_1oO4wzPCmE,Numb / Encore (Official Audio) - Linkin Park / JAY-Z,0757764595b0dc4865b1402f282286e562751f6bc3d745dda43f1ddc18f646e9
267,Family Affair,Mary J. Blige,2001,https://youtube.com/watch?v=1wh_UYUA0oA,Mary J. Blige - Family Affair (Lyrics),5c67cfba23f77071920169182429dc7b28dad405ba2a0ff42428fbd6d6a67890
268,Dance Monkey,Tones And I,2019,https://youtube.com/watch?v=1__CAdTJ5JU,Tones and I - Dance Monkey (Lyrics),d2f8779858f42120c620f2e19002831c3d6c0888e9dbc38a4b55f416525911a1
269,My Guy,Mary Wells,1964,https://youtube.com/watch?v=4WT7nBGX5eU,Mary Wells - My Guy,15760f3b99e84d74a3fa847c90c54a221556f28295f57ed5c7d6aaabfc7296f1
270,I Got You Babe,Sonny & Cher,1965,https://youtube.com/watch?v=HKGjCPBSG38,Sonny & Cher - I Got You Babe (Official Audio),213677cf436506f8b111185a335756c9c5545b7a0993094c740aedd63a2dac60
271,Beverly Hills,Weezer,2005,https://youtube.com/watch?v=q0EpIzx9pi0,Weezer - Beverly Hills,ba5531e50db2f90e3cb9dc35625f17b2af0924731978764362a017b39136f3aa
272,Celebration,Kool & The Gang,1980,https://youtube.com/watch?v=3GwjfUFyY6M,Kool & The Gang - Celebration,cfeb9c93963d34289364d6aa7859feeab8e04e96584f6e68274fee8c9d6c3492
273,Your Song,Elton John,1970,https://youtube.com/watch?v=FT3D1Cu6g10,Your Song,cd4fcee7a74668065835d0ec921dc71881088260f3de52b450e29adfc26ec4a6
274,Green Green Grass Of Home,Tom Jones,1966,https://youtube.com/watch?v=EmT1ptv3VEc,Green Green Grass Of Home,99075f7a5e2c6fc03c049c3038ea7559a3ea900bda8952ab16145b3eabe0368e
275,If You Leave Me Now,Chicago,1976,https://youtube.com/watch?v=-9_d-sFhmRM,Chicago - If You Leave Me Now (Official Audio),1eabc29ea89ef03c558e4220ba9e799eed808640ca4bd8f01c0e87e47398aaad
276,Maggie May,Rod Stewart,1971,https://youtube.com/watch?v=jubOWUlkxuk,Maggie May (Remastered Version),ffbf011dbf8051d477c27b9d70ae5f557ecd5b25e605346a623c19bfe4cb5a34
277,Where Is The Love,Black Eyed Peas,2003,https://youtube.com/watch?v=WpYeekQkAdc,The Black Eyed Peas - Where Is The Love? (Official Music Video),7d525252e243160c6d1d9a46fc9173106c0cab201bcaa01ed6daa322c2ea8b36
278,That's Amore,Dean Martin,1953,https://youtube.com/watch?v=OnFlx2Lnr9Q,Dean Martin - That's Amore,15512ac5669d76d2812597d010eefdbbe0f2d85f464fcf96ca374f2654cefa59
279,American Pie,Don McLean,1971,https://youtube.com/watch?v=PRpiBpDy7MQ,Don McLean - American Pie (Lyric Video),673d498b2a6173b71479bf68c091870a6dd86d8ec20f33ed6a12283eb9cf1f87
280,You're So Vain,Carly Simon,1972,https://youtube.com/watch?v=j13oJajXx0M,Carly Simon - You're So Vain,65404ec60abd91fd489837973aaaf811874f9b6e7d67105a858596bbc1db2f8f
281,Get Back,The Beatles,1969,https://youtube.com/watch?v=IKJqecxswCA,Get Back (Remastered 2009),b12dd7b6e9220731f1f15d62178c054e03b47fcca77a7aa1735479080fe5a824
282,About Damn Time,Lizzo,2022,https://youtube.com/watch?v=JsOVJ1PAC6s,Lizzo - About Damn Time (Lyrics),d084a4c7b50616fb1f445e166030cb5f17ba46a7e5bd5030647f3352808cbb1c
283,Thunder,Imagine Dragons,2017,https://youtube.com/watch?v=GtEvysh1654,Imagine Dragons - Thunder (Lyrics),7eaaa6006e2dc6b836eed18cc162ee86cb31ae1c0e38e9b33cbd65a928f2f493
284,With A Little Help From My Friends,Joe Cocker,1969,https://youtube.com/watch?v=eXV4WyQMHFM,With A Little Help From My Friends,185cd640c388611767af86b02e42dc49ef307327af2b34ab75bf00210eaa6c3e
285,Price Tag,Jessie J (feat. B.o.B),2011,https://youtube.com/watch?v=wukKxuxKZMU,Price Tag - Jessie J (Lyrics) 🎵,fd0e0b122db9b884fb334ac184741951e608c8f32c0a7e8b3399837954178876
286,Sweet Emotion,Aerosmith,1975,https://youtube.com/watch?v=15aa3WIHk5M,Sweet Emotion,942105361b3d194eb81f93faa64ae16e97e7375cd2410e32f911739b4c8e1bff
287,"Relax, Take It Easy",Mika,2006,https://youtube.com/watch?v=RVmG_d3HKBA,"MIKA - Relax, Take It Easy",07f03f7236980c1ed3a95cdfdb6c592b7949fa22b7d02a9ed4b76fffe1125ee9
288,Step By Step,New Kids On The Block,1990,https://youtube.com/watch?v=GDEDQ8TCzW8,Step by Step,ff3dc49e1acd33422f911101c244eac00d3cfae5c7c91efb2ea35502687cd304
289,More Than A Feeling,Boston,1976,https://youtube.com/watch?v=zOILAZHf2pE,Boston - More Than A Feeling - Remastered,662ee489dd1a8c2ac88949662cfa059f3bf5d036c8915aa9ae15e24a5dd562dc
290,Bad Habits,Ed Sheeran,2021,https://youtube.com/watch?v=ho1RzYneMtM,Ed Sheeran - Bad Habits,a2470982875a0ecc53bbcb8d3a261abb86c42259ff73c3ce16d09d9cd2308165
291,Someone You Loved,Lewis Capaldi,2018,https://youtube.com/watch?v=FGGo8LFmbjs,Lewis Capaldi - Someone You Loved (Lyrics),2592d79ae1cada12e3d5aa1bc10080cd9e30cdb1b50c97cddfc63cee116589ea
292,Bad Guy,Billie Eilish,2019,https://youtube.com/watch?v=4-TbQnONe_w,Billie Eilish - bad guy (Lyrics),8551d08fbd245c60ba14562532171c3e6dd70d6999d953293acc42cdf84333f2
293,4 Minutes,Madonna (J. Timberlake & Timbaland),2008,https://youtube.com/watch?v=BgPqNyqYDN4,4 Minutes (feat. Justin Timberlake & Timbaland),bcdee074268964a119733c714bcbc87fab83892a974d2664144ba615c2cfdd06
294,Set Fire To The Rain,Adele,2011,https://youtube.com/watch?v=a2giXO6eyuI,Set Fire to the Rain,d7e7693b5fb8cddf240d492b6b87da8bbc1418413b466ac097fd0b94913e7059
295,Twist And Shout,The Isley Brother,1961,https://youtube.com/watch?v=cTaqn8_gMR0,Isley Brothers - Twist and Shout,0aa2680965505bb182e9e058282757093c53eb5326e7d89364c6db085498675c
296,You're Beautiful,James Blunt,2005,https://youtube.com/watch?v=M_q82PPHduI,James Blunt - You're Beautiful (Lyrics),3dcfa5263dc4521ea9521e5c5f1d81cde9a6747022b76a564acda0615c688869
297,Mrs. Robinson,Simon & Garfunkel,1968,https://youtube.com/watch?v=9C1BCAgu2I8,Simon & Garfunkel - Mrs. Robinson (Audio),908ffb217f2c2b98d1a2f1d45d338f0a352c5786b8284848a90964af8a080ddb
298,No Woman No Cry,Bob Marley & The Wailers,1974,https://youtube.com/watch?v=pHlSE9j5FGY,Bob Marley - No Women No Cry (Original),5f19d9b281f9f139f5c919a87163a8e8098176ca24ac4c832f78d99920c5f010
299,It's My Life,Bon Jovi,2000,https://youtube.com/watch?v=VyZeqzWvR7w,It's My Life - Bon Jovi (Lyrics) 🎵,58ed8b8fc9fbc58374e0f4d76908e97436f4db341a1197b6f05a215f8b0bbbb4
300,You Make Me Feel (Mighty Real),Sylvester,1978,https://youtube.com/watch?v=gD6cPE2BHic,Sylvester - You Make Me Feel (Mighty Real),342aeb52712976eff0c0c8216e4bb5ebc85c698f9c61dcfb245ca2dbe0f37a1d
301,Shallow,Lady Gaga & Bradley Cooper,2018,https://youtube.com/watch?v=BpIf43m2ZQI,Shallow (Radio Edit),5c8e75683198587225fde9258d6ba6d168eb188ecd4fb756581e3febc5837d78
302,"Oh, Pretty Woman",Roy Orbison,1964,https://youtube.com/watch?v=9yGFWYP3310,"Roy Orbison - Oh, Pretty Woman (Lyrics)",67c5350ef79595d8ad90b82dcfa274da47904825f5d1ff7d1a0e8414221d5537
303,La Bamba,Ritchie Valens,1958,https://youtube.com/watch?v=Coy8Hoa1DNw,RITCHIE VALENS-LA BAMBA,53b115a4bb6e71e161af3088ce3e80718980154541f85e56a01fc55c35280b47
304,Jolene,Dolly Parton,1973,https://youtube.com/watch?v=Ixrje2rXLMA,Dolly Parton - Jolene (Audio),280999dd31c616447d892337cceb0ec01988f74f8414a3c96a55a55815493648
305,Light My Fire,The Doors,1967,https://youtube.com/watch?v=cq8k-ZbsXDI,The Doors - Light My Fire,6be3f8bbee0c6c41479710531f6a787638c61af3037d5b2094f765af912da5f4
306,Let It Be,The Beatles,1970,https://youtube.com/watch?v=QDYfEBY9NM4,Let It Be (Remastered 2009),5f5855eebb574ab6ec7a8af0d1fd494ba2435a62a040419d091498dbc6f4119f
307,When A Man Loves A Woman,Percy Sledge,1966,https://youtube.com/watch?v=KwPxhWU1koE,When a Man Loves a Woman (2000 Remaster),e8c2bb797c94d52041f98eebc654fba91b531ab51bed7c40605ef53dd46462cf
308,Firework,Katy Perry,2010,https://youtube.com/watch?v=KSbwHzlcgs8,Katy Perry - Firework (Lyrics),1bd364b9639fb92cbff927cf1df84471f84f766c5c352e5d6ec8fbddb1374de6
1000,Close to You,Carpenters,1970,"https://youtube.com/watch?v=-XYBj0J99i8""",,
1001,...Baby One More Time,Britney Spears,1999,https://youtube.com/watch?v=C-u5WLJ9Yk4,,
1002,7 rings,Ariana Grande,2019,https://youtube.com/watch?v=QYh6mYIJG2Y,,
1003,A Hard Day's Night,The Beatles,1964,https://youtube.com/watch?v=Yjyj8qnqkYI,,
1004,A Thousand Miles,Vanessa Carlton,2002,https://youtube.com/watch?v=Cwkej79U3ek,,
1005,A Whiter Shade of Pale,Procol Harum,1967,https://youtube.com/watch?v=z0vCwGUZe1I,,
1006,A Whole New World,Peabo Bryson & Regina Belle,1993,https://youtube.com/watch?v=PmvT7B3u7II,,
1007,About Damn Time,Lizzo,2022,https://youtube.com/watch?v=IXXxciRUMzE,,
1008,Africa,Toto,1983,https://youtube.com/watch?v=FTQbiNvZqaY,,
1009,All Along the Watchtower,Jimi Hendrix,1970,https://youtube.com/watch?v=TLV4_xaYynY,,
1010,All Apologies,Nirvana,1993,https://youtube.com/watch?v=aWmkuH1k7uA,,
1011,All of Me,John Legend,2014,https://youtube.com/watch?v=450p7goxZqg,,
1012,All Shook Up,Elvis Presley,1957,https://youtube.com/watch?v=23zLefwiii4,,
1013,All You Need Is Love,The Beatles,1967,https://youtube.com/watch?v=_7xMfIp-irg,,
1014,Always,Atlantic Starr,1987,https://youtube.com/watch?v=gwHpbhrx_7E,,
1015,American Pie,Don McLean,1971,https://youtube.com/watch?v=PRpiBpDy7MQ,,
1016,American Woman,The Guess Who,1973,https://youtube.com/watch?v=9uf6EY2BZBw,,
1017,Another Brick in the Wall (Part 2),Pink Floyd,1979,https://youtube.com/watch?v=HrxX9TBj2zY,,
1018,Apache,The Shadows,1959,https://youtube.com/watch?v=7TwULx_wDiI,,
1019,Aquarius/Let the Sunshine In,The 5th Dimension,1969,https://youtube.com/watch?v=VlrQ-bOzpkQ,,
1020,As It Was,Harry Styles,2022,https://youtube.com/watch?v=H5v3kku4y6Q,,
1021,Baby Got Back,Sir Mix-a-Lot,1992,https://youtube.com/watch?v=X53ZSxkQ3Ho,,
1022,Bang Bang,Sheila,1966,https://youtube.com/watch?v=vLSgxA5HuRQ,,
1023,Be My Baby,The Ronettes,1963,https://youtube.com/watch?v=jSPpbOGnFgk,,
1024,Beat It,Michael Jackson,1983,https://youtube.com/watch?v=oRdxUFDoQe0,,
1025,Beautiful,Christina Aguilera,2000,https://youtube.com/watch?v=eAfyFTzZDMM,,
1026,Because of You,Tony Bennett,1951,https://youtube.com/watch?v=i-4zvArJDGg,,
1027,Begin the Beguine,Artie Shaw and His Orchestra,1936,https://youtube.com/watch?v=cCYGyg1H56s,,
1028,Believe,Cher,1999,https://youtube.com/watch?v=nZXRV4MezEw,,
1029,Bette Davis Eyes,Kim Carnes,1981,https://youtube.com/watch?v=EPOIS5taqA8,,
1030,Big Girls Don't Cry,The Four Seasons,1961,https://youtube.com/watch?v=zRZpaxBMJRU,,
1031,Black or White,Michael Jackson,1991,https://youtube.com/watch?v=F2AitTPI5U0,,
1032,Blank Space,Taylor Swift,2015,https://youtube.com/watch?v=e-ORhEE9VVg,,
1033,Bleeding Love,Leona Lewis,2008,https://youtube.com/watch?v=7_weSk0BonM,,
1034,Blinding Lights,The Weeknd,2020,https://youtube.com/watch?v=4NRXx6U8ABQ,,
1035,Blowin' in the Wind,Bob Dylan,1963,https://youtube.com/watch?v=MMFj8uDubsE,,
1036,Blue Moon,The Glenn Miller Orchestra,1937,https://youtube.com/watch?v=vG16V1OAwMI,,
1037,Blue Suede Shoes,Elvis Presley,1956,https://youtube.com/watch?v=HeXnFx7aPOE,,
1038,Blueberry Hill,Fats Domino,1960,https://youtube.com/watch?v=bQQCPrwKzdo,,
1039,Blurred Lines,Robin Thicke ft. T.I. & Pharrell,2013,https://youtube.com/watch?v=yyDUC1LUXSU,,
1040,Body and Soul,Coleman Hawkins,1930,https://youtube.com/watch?v=zUFg6HvljDE,,
1041,Bohemian Rhapsody,Queen,1975,https://youtube.com/watch?v=fJ9rUzIMcZQ,,
1042,Boogie Woogie Bugle Boy,The Andrews Sisters,1940,https://youtube.com/watch?v=8of3uhG1tCI,,
1043,Boulevard of Broken Dreams,Green Day,2005,https://youtube.com/watch?v=Soa3gO7tL-c,,
1044,Bridge Over Troubled Water,Simon & Garfunkel,1970,https://youtube.com/watch?v=4G-YQA_bsOU,,
1045,Brown Sugar,The Rolling Stones,1971,https://youtube.com/watch?v=Bar7SzNLnY0,,
1046,Butter,BTS,2021,https://youtube.com/watch?v=WMweEpGlu_U,,
1047,Call Me,Blondie,1980,https://youtube.com/watch?v=StKVS0eI85I,,
1048,Call Me Maybe,Carly Rae Jepsen,2012,https://youtube.com/watch?v=fWNaR-rxAic,,
1049,Calm Down,Rema & Selena Gomez,2023,https://youtube.com/watch?v=WcIcVapfqXw,,
1050,Candy Man,Sammy Davis Jr.,1952,https://youtube.com/watch?v=rsp35yn411A,,
1051,Candy Shop,50 Cent ft. Olivia,2005,https://youtube.com/watch?v=SRcnnId15BA,,
1052,Can't Buy Me Love,The Beatles,1963,https://youtube.com/watch?v=srwxJUXPHvE,,
1053,Can't Stop the Feeling!,Justin Timberlake,2016,https://youtube.com/watch?v=ru0K8uYEZWw,,
1054,Careless Whisper,George Michael,1985,https://youtube.com/watch?v=izGwDsrQ1eQ,,
1055,Cheek to Cheek,Fred Astaire & Ginger Rogers,1935,https://youtube.com/watch?v=P1u2G16fq_Y,,
1056,Clocks,Coldplay,2003,https://youtube.com/watch?v=d020hcWA_Wg,,
1057,Come Go with Me,The Del-Vikings,1958,https://youtube.com/watch?v=hEolAR08m9s,,
1058,Come on Eileen,Dexy's Midnight Runners,1982,https://youtube.com/watch?v=6BODDyZRF6A,,
1059,Come On-A My House,Rosemary Clooney,1950,https://youtube.com/watch?v=mriXncI96lw,,
1060,Crazy,Gnarls Barkley,2006,https://youtube.com/watch?v=-N4jf6rtyuw,,
1061,Crazy in Love,Beyoncé ft. Jay-Z,2003,https://youtube.com/watch?v=ViwtNLUqkMY,,
1062,Crazy Little Thing Called Love,Queen,1980,https://youtube.com/watch?v=zO6D_BAuYCI,,
1063,Crazy on You,Heart,1977,https://youtube.com/watch?v=EZ7inhwScSQ,,
1064,Creep,Radiohead,1993,https://youtube.com/watch?v=XFkzRNyygfk,,
1065,Cry,Johnnie Ray,1950,https://youtube.com/watch?v=5FO07LN72ek,,
1066,Dance Monkey,Tones and I,2019,https://youtube.com/watch?v=q0hyYWKXF0Q,,
1067,Dancing on the Ceiling,Lionel Richie,1986,https://youtube.com/watch?v=ovo6zwv6DX4,,
1068,Dancing Queen,ABBA,1974,https://youtube.com/watch?v=xFrGuyw1V8s,,
1069,Dark Horse,Katy Perry ft. Juicy J,2014,https://youtube.com/watch?v=0KSOMA3QBU0,,
1070,December 1963 (Oh What a Night),The Four Seasons,1976,https://youtube.com/watch?v=mTUhnIY3oRM,,
1071,Despacito,Luis Fonsi ft. Daddy Yankee,2017,https://youtube.com/watch?v=kJQP7kiw5Fk,,
1072,Disco Inferno,The Trammps,1976,https://youtube.com/watch?v=pG8TyIEAqps,,
1073,Don't Be Cruel,Elvis Presley,1956,https://youtube.com/watch?v=B2YwGBVSfFQ,,
1074,Don't Cha,Pussycat Dolls ft. Busta Rhymes,2005,https://youtube.com/watch?v=YNSxNsr4wmA,,
1075,Don't Start Now,Dua Lipa,2020,https://youtube.com/watch?v=oygrmJFKYZY,,
1076,Don't Stop Me Now,Queen,1976,https://youtube.com/watch?v=HgzGwKwLmgM,,
1077,Don't Worry, Be Happy,1988,https://youtube.com/watch?v=Bobby McFerrin,d-diB65scQU,
1078,Don't You (Forget About Me),Simple Minds,1985,https://youtube.com/watch?v=CdqoNKCCt7A,,
1079,Downtown,Petula Clark,1964,https://youtube.com/watch?v=z_m4Qb0iW-o,,
1080,Empire State of Mind (Part II),Jay-Z & Alicia Keys,2009,https://youtube.com/watch?v=vk6014HuxcE,,
1081,End of the Road,Boyz II Men,1992,https://youtube.com/watch?v=zDKO6XYXioc,,
1082,Endless Love,Diana Ross & Lionel Richie,1981,https://youtube.com/watch?v=UsqDoz2Co4o,,
1083,Enter Sandman,Metallica,1991,https://youtube.com/watch?v=XZuM4zFg-60,,
1084,Every Breath You Take,The Police,1983,https://youtube.com/watch?v=OMOGaugKpzs,,
1085,Every Rose Has Its Thorn,Poison,1989,https://youtube.com/watch?v=j2r2nDhTzO4,,
